time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-03-29T07:43:42.840Z,34.305,-116.8588333,2.89,1.05,ml,46,42,0.05016,0.19,ci,ci37901943,2018-03-29T13:20:44.300Z,"5km NNW of Big Bear City, CA",earthquake,0.27,0.75,0.224,26,reviewed,ci,ci
2018-03-29T07:42:11.093Z,63.1492,-150.2592,105.1,1.4,ml,,,,0.33,ak,ak18816046,2018-03-29T07:49:14.638Z,"71km WSW of Cantwell, Alaska",earthquake,,1,,,automatic,ak,ak
2018-03-29T07:41:49.210Z,18.9905,-68.0658,19,1.97,md,4,217,0.5716,0.5,pr,pr2018088000,2018-03-29T14:59:57.351Z,"57km NE of Punta Cana, Dominican Republic",earthquake,3.44,9.09,0.5,2,reviewed,pr,pr
2018-03-29T07:39:27.052Z,61.6937,-150.7741,53.2,1.3,ml,,,,0.35,ak,ak18816045,2018-03-29T07:43:58.472Z,"39km W of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-03-29T07:37:12.263Z,38.3419,-118.9251,7.5,2,ml,23,65.7,0.17,0.1453,nn,nn00627984,2018-03-29T22:28:03.260Z,"28km ENE of Bridgeport, California",earthquake,,1.6,0.3,11,reviewed,nn,nn
2018-03-29T07:32:09.440Z,35.9388333,-117.6541667,3.44,0.24,ml,11,61,0.009555,0.08,ci,ci37901935,2018-03-29T18:05:52.419Z,"23km E of Little Lake, CA",earthquake,0.17,0.34,0.157,5,reviewed,ci,ci
2018-03-29T07:31:20.780Z,46.8678333,-112.5298333,10.82,0.41,md,10,102,0.182,0.16,mb,mb80287439,2018-03-29T14:51:42.790Z,"15km SE of Lincoln, Montana",earthquake,0.53,0.81,0.486,6,reviewed,mb,mb
2018-03-29T07:30:59.290Z,-5.3742,150.8153,130.7,5,mww,,45,4.774,0.78,us,us1000damk,2018-03-29T07:49:47.040Z,"77km ENE of Kimbe, Papua New Guinea",earthquake,8.2,4.4,0.066,22,reviewed,us,us
2018-03-29T07:29:33.303Z,40.2815,-121.0662,8,1.1,ml,8,186.22,0.274,0.0814,nn,nn00627983,2018-03-29T17:00:20.262Z,"5km WSW of Westwood, California",earthquake,,5.4,0.09,2,reviewed,nn,nn
2018-03-29T07:29:00.747Z,62.03,-150.7314,0.6,1.3,ml,,,,0.69,ak,ak18814984,2018-03-29T07:36:59.060Z,"46km SW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-03-29T07:25:16.610Z,45.3295,-112.6101667,5.98,0.4,md,5,161,0.414,0.02,mb,mb80287454,2018-03-29T15:03:30.750Z,"12km N of Dillon, Montana",earthquake,0.41,6.31,0.154,4,reviewed,mb,mb
2018-03-29T07:15:45.280Z,34.3058333,-116.8556667,3.35,1.31,ml,49,40,0.04812,0.17,ci,ci37901927,2018-03-29T13:21:48.940Z,"5km N of Big Bear City, CA",earthquake,0.24,0.62,0.19,28,reviewed,ci,ci
2018-03-29T07:15:27.900Z,46.2551667,-119.2815,6.02,0.44,ml,6,277,0.1717,0.17,uw,uw61358412,2018-03-29T18:02:53.970Z,"3km S of Richland, Washington",earthquake,1.38,0.88,0.051,4,reviewed,uw,uw
2018-03-29T07:10:49.300Z,34.3056667,-116.8601667,4.56,1.82,ml,69,38,0.05018,0.15,ci,ci37901919,2018-03-29T13:21:52.150Z,"5km NNW of Big Bear City, CA",earthquake,0.17,0.46,0.181,28,reviewed,ci,ci
2018-03-29T07:09:59.020Z,37.5875,-118.858,3.34,0.44,md,16,191,0.02309,0.08,nc,nc72991110,2018-03-29T19:31:02.993Z,"12km ESE of Mammoth Lakes, CA",earthquake,0.51,0.43,0.236,13,reviewed,nc,nc
2018-03-29T07:03:28.526Z,62.6201,-149.3294,72.4,1.1,ml,,,,0.26,ak,ak18814982,2018-03-29T07:11:10.310Z,"52km NE of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2018-03-29T06:53:17.950Z,33.4933333,-116.7893333,6.17,1.1,ml,48,34,0.084,0.19,ci,ci37901911,2018-03-29T13:21:56.480Z,"9km NE of Aguanga, CA",earthquake,0.17,0.62,0.091,25,reviewed,ci,ci
2018-03-29T06:53:04.570Z,34.0175,-117.2203333,12.73,0.53,ml,11,158,0.0988,0.1,ci,ci37901903,2018-03-29T17:47:28.647Z,"5km SE of Loma Linda, CA",earthquake,0.35,0.62,0.109,9,reviewed,ci,ci
2018-03-29T06:51:50.900Z,19.0948333,-155.4451667,26.87,1.69,md,27,194,0.06235,0.11,hv,hv70064946,2018-03-29T19:43:20.120Z,"12km SSE of Pahala, Hawaii",earthquake,0.73,1.13,0.11,16,reviewed,hv,hv
2018-03-29T06:46:31.625Z,60.2052,-151.8468,58.3,1.3,ml,,,,0.25,ak,ak18814978,2018-03-29T06:51:36.129Z,"35km WSW of Cohoe, Alaska",earthquake,,1.9,,,automatic,ak,ak
2018-03-29T06:21:17.273Z,53.046,-166.6049,24,1.4,ml,,,,0.33,ak,ak18813919,2018-03-29T22:37:59.211Z,"92km S of Unalaska, Alaska",earthquake,,5.5,,,reviewed,ak,ak
2018-03-29T06:10:27.300Z,41.6973333,-112.6285,-2.99,1.09,md,9,149,0.1325,0.15,uu,uu60275547,2018-03-29T17:34:13.400Z,"38km W of Tremonton, Utah",earthquake,0.75,4.37,0.183,6,reviewed,uu,uu
2018-03-29T05:52:21.644Z,41.8273,-119.6444,6.2,2.5,ml,7,145.06,0.663,,nn,nn00628167,2018-03-29T23:35:41.898Z,"70km SE of Lakeview, Oregon",earthquake,,,,,reviewed,nn,nn
2018-03-29T05:47:47.217Z,63.2276,-151.0045,154.1,1.4,ml,,,,0.64,ak,ak18813908,2018-03-29T05:53:12.037Z,"104km W of Cantwell, Alaska",earthquake,,2.8,,,automatic,ak,ak
2018-03-29T05:45:46.935Z,59.3076,-137.7478,2.1,1.8,ml,,,,0.76,ak,ak18813906,2018-03-29T05:49:43.660Z,"115km ESE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-29T05:44:52.820Z,19.1961667,-155.4101667,32.77,1.76,md,24,165,0.04283,0.12,hv,hv70064906,2018-03-29T19:58:31.570Z,"7km E of Pahala, Hawaii",earthquake,0.68,0.95,0.125,15,reviewed,hv,hv
2018-03-29T05:18:26.350Z,37.4153333,-118.5716667,10.57,1.05,md,14,80,0.06242,0.04,nc,nc72991100,2018-03-29T17:50:02.453Z,"2km E of Round Valley, CA",earthquake,0.47,0.77,0.359,13,reviewed,nc,nc
2018-03-29T05:15:46.691Z,62.0168,-148.959,35.6,1.2,ml,,,,1.01,ak,ak18812852,2018-03-29T05:19:24.818Z,"25km NNW of Sutton-Alpine, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-03-29T04:51:18.188Z,37.206,-117.3782,4.7,0,ml,6,179.28,0.21,0.1086,nn,nn00628164,2018-03-29T22:16:07.914Z,"57km SSW of Goldfield, Nevada",earthquake,,8.4,0.48,5,reviewed,nn,nn
2018-03-29T04:50:05.382Z,60.5051,-143.0323,0,1.3,ml,,,,0.54,ak,ak18812845,2018-03-29T04:59:30.861Z,"59km NW of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-03-29T04:49:34.730Z,33.4745,-116.4436667,8.75,0.36,ml,27,95,0.05103,0.2,ci,ci37901895,2018-03-29T14:52:46.219Z,"23km ESE of Anza, CA",earthquake,0.3,0.76,0.146,6,reviewed,ci,ci
2018-03-29T04:48:03.981Z,61.3456,-139.9307,9.5,1.2,ml,,,,0.18,ak,ak18812841,2018-03-29T04:53:05.781Z,"146km WNW of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2018-03-29T04:44:37.500Z,35.9326667,-117.6536667,2.76,0.64,ml,11,73,0.01543,0.08,ci,ci37901887,2018-03-29T13:20:57.076Z,"23km E of Little Lake, CA",earthquake,0.21,0.16,0.159,6,reviewed,ci,ci
2018-03-29T04:37:55.162Z,59.1245,-136.2968,1.2,2.2,ml,,,,0.54,ak,ak18812834,2018-03-29T04:45:16.116Z,"50km WSW of Haines, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-29T04:37:47.214Z,66.2799,-146.8354,16.4,1.3,ml,,,,0.74,ak,ak18812837,2018-03-29T04:47:00.312Z,"76km WSW of Fort Yukon, Alaska",earthquake,,1.7,,,automatic,ak,ak
2018-03-29T04:27:57.500Z,38.8253326,-122.8566666,1.08,0.57,md,7,131,0.01737,0.03,nc,nc72991095,2018-03-29T04:43:02.923Z,"10km WNW of The Geysers, CA",earthquake,0.82,1.88,0.02,2,automatic,nc,nc
2018-03-29T04:24:14.974Z,37.1547,-118.0189,8.4,0.9,ml,12,120.51,0.196,0.1628,nn,nn00628005,2018-03-29T16:47:59.397Z,"24km E of Big Pine, California",earthquake,,2.8,0.2,8,reviewed,nn,nn
2018-03-29T04:16:53.180Z,33.4935,-116.4221667,7.98,0.46,ml,31,101,0.02997,0.13,ci,ci37901879,2018-03-29T14:47:26.555Z,"22km SSW of La Quinta, CA",earthquake,0.2,0.51,0.082,11,reviewed,ci,ci
2018-03-29T04:06:20.570Z,38.8241653,-122.8093338,1.42,1.31,md,18,59,0.0009623,0.04,nc,nc72991090,2018-03-29T07:31:02.829Z,"7km NW of The Geysers, CA",earthquake,0.22,0.37,0.18,6,automatic,nc,nc
2018-03-29T04:01:02.427Z,36.3278,-115.9644,6.1,0.7,ml,9,255.91,0.285,,nn,nn00628137,2018-03-29T23:20:16.650Z,"13km N of Pahrump, Nevada",earthquake,,,,,reviewed,nn,nn
2018-03-29T03:53:46.550Z,19.0996667,-155.4091667,38.19,1.84,md,35,190,0.07471,0.12,hv,hv70064826,2018-03-29T19:35:07.780Z,"13km SSE of Pahala, Hawaii",earthquake,0.9,1.61,0.063,15,reviewed,hv,hv
2018-03-29T03:52:46.590Z,33.4858333,-116.7878333,4.42,1.41,ml,56,37,0.08989,0.2,ci,ci37901863,2018-03-29T13:22:59.830Z,"9km NE of Aguanga, CA",earthquake,0.18,0.51,0.123,26,reviewed,ci,ci
2018-03-29T03:34:27.810Z,47.3263333,-123.3568333,17.97,1.16,ml,12,78,0.01088,0.12,uw,uw61358327,2018-03-29T19:23:33.070Z,"22km WNW of Shelton, Washington",earthquake,0.26,0.87,0.184,9,reviewed,uw,uw
2018-03-29T03:31:03.960Z,39.4001667,-110.3033333,-2.58,1.91,ml,12,200,0.02925,0.17,uu,uu60275542,2018-03-29T17:37:51.310Z,"18km SSE of East Carbon City, Utah",earthquake,0.95,1.78,0.151,5,reviewed,uu,uu
2018-03-29T03:29:17.330Z,38.8206673,-122.8423309,1.6,1.34,md,19,71,0.01327,0.03,nc,nc72991080,2018-03-29T07:02:02.652Z,"9km WNW of The Geysers, CA",earthquake,0.19,0.5,0.12,6,automatic,nc,nc
2018-03-29T03:26:55.343Z,39.3374,-119.9056,9.5,0.5,ml,10,78.29,0.111,0.1289,nn,nn00628110,2018-03-29T21:41:09.649Z,"11km NNE of Incline Village, Nevada",earthquake,,2,0.4,6,reviewed,nn,nn
2018-03-29T03:17:12.163Z,60.4368,-152.3016,112.6,1.8,ml,,,,1.63,ak,ak18811758,2018-03-29T22:13:08.640Z,"24km ESE of Redoubt Volcano, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2018-03-29T03:12:35.657Z,63.3597,-145.0915,0,1.8,ml,,,,0.72,ak,ak18811755,2018-03-29T03:19:24.381Z,"57km S of Deltana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-29T03:11:16.910Z,45.5521,-67.3784,5,2.4,mb_lg,,52,0.375,0.48,us,us1000dalq,2018-03-30T00:08:02.040Z,"41km N of Calais, Maine",earthquake,2.1,2,0.228,5,reviewed,us,us
2018-03-29T03:08:11.330Z,19.1111667,-155.4741667,29.54,1.7,md,28,228,0.04546,0.18,hv,hv70064751,2018-03-29T19:32:24.920Z,"10km S of Pahala, Hawaii",earthquake,1.97,1.05,0.053,16,reviewed,hv,hv
2018-03-29T03:07:13.986Z,38.0115,-118.0849,0,1,ml,12,129.04,0.408,0.15,nn,nn00627972,2018-03-29T16:17:04.081Z,"73km SE of Hawthorne, Nevada",earthquake,,5.1,0.08,5,reviewed,nn,nn
2018-03-29T03:07:05.365Z,56.2542,-153.4105,10.8,3.1,ml,,,,0.36,ak,ak18811753,2018-03-29T03:14:21.273Z,"145km ENE of Chirikof Island, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-03-29T02:59:07.080Z,45.7063333,-112.2356667,5.93,-0.33,md,4,185,0.19,0.1,mb,mb80287459,2018-03-29T15:06:33.170Z,"21km SSW of Whitehall, Montana",earthquake,0.97,6.57,0.003,2,reviewed,mb,mb
2018-03-29T02:28:23.880Z,36.9864998,-121.6488342,4.64,1.99,md,27,41,0.05639,0.06,nc,nc72991070,2018-03-29T06:34:03.506Z,"8km WSW of Gilroy, CA",earthquake,0.2,0.45,0.13,25,automatic,nc,nc
2018-03-29T02:22:59.933Z,58.2015,-155.4692,4.3,-0.3,ml,,,,0.51,ak,ak18810700,2018-03-29T18:49:59.251Z,"88km SE of King Salmon, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-03-29T02:19:40.630Z,32.9141667,-115.2113333,5.05,1.26,ml,7,131,0.08965,0.25,ci,ci37183404,2018-03-29T14:33:49.002Z,"20km NE of Holtville, CA",earthquake,0.87,1.86,0.374,4,reviewed,ci,ci
2018-03-29T02:19:23.860Z,32.6278333,-115.7381667,5.12,1.28,ml,20,119,0.02363,0.19,ci,ci37901815,2018-03-29T14:28:16.946Z,"15km WNW of Progreso, B.C., MX",earthquake,0.36,0.4,0.246,12,reviewed,ci,ci
2018-03-29T02:18:39.720Z,47.3226667,-123.3566667,10.33,0.93,ml,8,136,0.008913,0.18,uw,uw61358312,2018-03-29T19:52:27.100Z,"22km WNW of Shelton, Washington",earthquake,0.47,1.26,0.132,4,reviewed,uw,uw
2018-03-29T02:10:13.720Z,33.0523333,-115.8981667,5.23,1.1,ml,26,58,0.09005,0.18,ci,ci37901799,2018-03-29T02:27:56.925Z,"24km ESE of Ocotillo Wells, CA",earthquake,0.26,0.74,0.154,22,reviewed,ci,ci
2018-03-29T02:02:11.327Z,62.0286,-150.7351,0,1.4,ml,,,,0.5,ak,ak18810686,2018-03-29T02:10:42.130Z,"46km SW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-29T01:58:16.570Z,38.8028336,-122.776001,1.36,0.49,md,7,94,0.01103,0.01,nc,nc72991060,2018-03-29T01:59:51.840Z,"3km NNW of The Geysers, CA",earthquake,0.29,1.06,0.06,3,automatic,nc,nc
2018-03-29T01:54:39.560Z,38.8040009,-122.769165,0.85,0.77,md,7,127,0.0129,0.01,nc,nc72991055,2018-03-29T01:56:16.650Z,"3km NNW of The Geysers, CA",earthquake,0.42,1.23,0.21,2,automatic,nc,nc
2018-03-29T01:52:49.783Z,61.5864,-148.0152,0,1.4,ml,,,,0.62,ak,ak18810683,2018-03-29T01:57:14.152Z,"49km E of Lazy Mountain, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-03-29T01:46:05.050Z,45.7645,-111.9025,5,0.58,md,6,94,0.075,0.22,mb,mb80287424,2018-03-29T14:09:52.320Z,"19km SE of Whitehall, Montana",earthquake,0.72,31.61,0.255,5,reviewed,mb,mb
2018-03-29T01:42:39.883Z,61.4324,-146.5548,21,1.5,ml,,,,1.09,ak,ak18810679,2018-03-29T01:50:19.379Z,"35km NNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-29T01:26:08.330Z,37.5848333,-122.4708333,6.31,0.26,md,4,201,0.04042,0,nc,nc72991050,2018-03-29T20:24:03.296Z,"4km SSE of Pacifica, CA",earthquake,1.28,3.09,0.123,4,reviewed,nc,nc
2018-03-29T01:24:20.530Z,19.1971664,-155.4543304,-0.53,1.72,md,29,123,0.04218,0.17,hv,hv70064651,2018-03-29T01:27:33.300Z,"2km ESE of Pahala, Hawaii",earthquake,0.47,0.19,0.31,9,automatic,hv,hv
2018-03-29T01:22:29.610Z,45.2565,-114.045,6,1.74,ml,9,92,0.95,0.14,mb,mb80287419,2018-03-29T14:18:02.260Z,"14km NW of Salmon, Idaho",earthquake,0.59,1.61,0.281,3,reviewed,mb,mb
2018-03-29T01:21:49.450Z,14.1856,-91.1487,73.12,4.5,mb,,164,0.627,1.32,us,us1000daje,2018-03-29T12:17:40.737Z,"15km NW of La Gomera, Guatemala",earthquake,7.4,8.3,0.043,160,reviewed,us,us
2018-03-29T01:13:58.620Z,46.8568333,-121.9478333,6.21,0.67,ml,8,123,0.01513,0.08,uw,uw61358302,2018-03-29T17:27:45.530Z,"24km E of Eatonville, Washington",earthquake,0.4,0.57,0.269,8,reviewed,uw,uw
2018-03-29T01:06:34.948Z,63.5569,-150.8163,9.7,0.2,ml,,,,0.4,ak,ak18809629,2018-03-29T18:24:34.874Z,"94km WNW of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-03-29T01:05:53.950Z,47.5381667,-113.8408333,14.18,-0.56,md,5,160,0.111,0.05,mb,mb80287444,2018-03-29T14:54:43.360Z,"19km E of Ronan, Montana",earthquake,0.77,1.14,,1,reviewed,mb,mb
2018-03-29T01:05:18.970Z,33.9541667,-116.9833333,4.63,0.81,ml,40,60,0.03277,0.15,ci,ci37901791,2018-03-29T14:24:27.748Z,"3km NNW of Beaumont, CA",earthquake,0.15,0.43,0.142,19,reviewed,ci,ci
2018-03-29T01:02:31.317Z,59.5426,-138.8968,6.2,1.9,ml,,,,0.56,ak,ak18809627,2018-03-29T01:15:46.988Z,"46km E of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-03-29T00:42:19.960Z,37.6701667,-118.876,0.73,0.19,md,11,110,0.02774,0.04,nc,nc72991040,2018-03-29T17:38:03.389Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.69,1.34,0.334,9,reviewed,nc,nc
2018-03-29T00:40:28.530Z,61.944,-149.9199,32.4,1.2,ml,,,,0.36,ak,ak18809619,2018-03-29T00:44:01.708Z,"22km NNE of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-29T00:37:27.580Z,43.6103333,-110.5295,4.42,1.59,ml,11,209,0.054,0.07,mb,mb80287409,2018-03-29T14:33:52.310Z,"23km NE of Jackson, Wyoming",earthquake,0.85,0.52,0.252,9,reviewed,mb,mb
